Site,Year,TimePeriod,dN15,Percent_N,Percent_C,C_to_N_ratio,Phosphate,Silicate,Nitrite_plus_Nitrate,Ammonia,Date,Time,Latitude,Longitude,Distsance.to.crest,Distance_to_shore,Distance_to_pass,Distance_to_deep_lagoon_water,Distance_to_population_center,Population_center,Island_shore,Habitat,Lagoon
128,2021,2021-May,NA,0.67,27.34,40.98,0.13,0.79,0.35,0.59,5/25/2021,11:18:00,-17.48683493,-149.8765044,467.62,505.09,1302.48,25.82,505.09,Papeto'ai,N,Fringing reef,Papetoai
129,2021,2021-May,NA,0.63,29.21,46.09,0.09,1.22,0.19,0.71,5/25/2021,12:12:00,-17.48972761,-149.8726504,618.38,232.22,930.83,65.99,232.22,Papeto'ai,N,Fringing reef,Papetoai
130,2021,2021-May,NA,0.73,29.49,40.14,0.14,0.79,0.4,0.5,5/25/2021,11:40:00,-17.48467089,-149.8742172,178.36,785.64,1132.02,181.12,785.64,Papeto'ai,N,Reef crest,Papetoai
131,2021,2021-May,NA,0.93,29.19,31.38,0.12,1.18,0.33,0.49,5/25/2021,14:50:00,-17.48809573,-149.8667564,194.81,590.75,292.46,125.36,590.75,Papeto'ai,N,Reef pass,Papetoai
132,2021,2021-May,NA,0.7,28.71,40.9,0.14,0.97,0.4,0.55,5/25/2021,12:59:00,-17.48744111,-149.8709693,312.65,471.46,718.44,75.03,471.46,Papeto'ai,N,Reef crest,Papetoai
133,2021,2021-May,NA,0.69,30.36,43.96,0.08,0.87,0.36,0.24,5/24/2021,14:15:00,-17.49028584,-149.8868992,754.27,111.65,983.86,393.95,1035.51,Papeto'ai,N,Fringing reef,Papetoai
134,2021,2021-May,NA,0.69,29.65,42.72,0.15,0.77,0.33,0.56,5/24/2021,13:44:00,-17.48732954,-149.8870074,434.55,409.14,792.36,489.87,1132.5,Papeto'ai,N,Fringing reef,Papetoai
136,2021,2021-May,NA,0.66,28.86,43.76,0.08,0.85,0.37,0.26,5/24/2021,15:00:00,-17.48690316,-149.8805744,448.87,564.85,1430.61,430.75,633.57,Papeto'ai,N,Mid lagoon,Papetoai
137,2021,2021-May,NA,0.75,27.7,36.71,0.12,0.78,0.32,0.4,5/25/2021,10:49:00,-17.48379691,-149.8798111,122.05,900.74,1472.11,471.23,901.66,Papeto'ai,N,Reef crest,Papetoai
138,2021,2021-May,NA,0.62,30.91,50.25,0.14,0.99,0.28,0.63,5/25/2021,12:35:00,-17.49209605,-149.8746473,945.32,36.46,1202.92,308.87,36.46,Papeto'ai,N,Fringing reef,Papetoai
139,2021,2021-May,NA,0.57,28.03,49.54,0.15,1.11,0.34,0.64,5/25/2021,13:23:00,-17.49065096,-149.8681188,507.66,284.82,490.05,30.47,284.82,Papeto'ai,N,Fringing reef,Papetoai
140,2021,2021-May,NA,0.74,28.51,38.33,0.13,1.6,0.54,0.47,5/25/2021,13:57:00,-17.49716361,-149.8626436,1201.16,80.17,920.07,10.8,438.05,Papeto'ai,N,Fringing reef,Papetoai
141,2021,2021-May,NA,0.76,26.35,34.46,0.16,1.6,0.62,0.6,5/25/2021,13:41:00,-17.49316067,-149.8673732,729.33,123.28,589.73,31.14,123.28,Papeto'ai,N,Fringing reef,Papetoai
142,2021,2021-May,NA,0.55,26.91,48.7,0.12,0.84,0.37,0.5,5/25/2021,15:15:00,-17.49376006,-149.8519205,1047.37,39.96,970.62,21.55,1564.47,Papeto'ai,N,Fringing reef,Pihaena
143,2021,2021-May,NA,0.84,27.99,33.21,0.22,1.12,0.54,0.82,5/25/2021,15:41:00,-17.49082932,-149.8544175,630.69,383.06,559.01,109.28,1380.05,Papeto'ai,N,Reef pass,Pihaena
144,2021,2021-May,NA,0.6,29.83,49.65,0.17,1.29,0.39,0.73,5/25/2021,16:12:00,-17.48895002,-149.8550006,441.88,516.89,421.79,193.47,1413.5,Papeto'ai,N,Reef pass,Pihaena
145,2021,2021-May,NA,0.72,28.06,38.93,0.17,1.26,0.46,1.68,5/26/2021,12:55:00,-17.48966591,-149.8494205,940.88,33.79,1016.01,375.22,1924.49,Papeto'ai,N,Fringing reef,Pihaena
146,2021,2021-May,NA,0.68,30.12,44.49,0.16,0.85,0.36,0.68,5/26/2021,12:37:00,-17.48545652,-149.8469882,665.63,53.17,1288.2,888.26,2344.91,Papeto'ai,N,Fringing reef,Pihaena
147,2021,2021-May,NA,0.7,29.24,41.81,0.15,0.94,0.29,0.62,5/26/2021,11:44:00,-17.48168911,-149.8498651,168.67,571.13,1171.2,1163.13,2323.79,Papeto'ai,N,Reef crest,Pihaena
148,2021,2021-May,NA,0.63,29.4,46.31,0.15,0.77,0.33,0.22,5/26/2021,12:13:00,-17.48386731,-149.8490207,423.18,334.91,1131.15,951.56,2249.28,Papeto'ai,N,Mid lagoon,Pihaena
149,2021,2021-May,NA,0.58,29.08,50.04,0.16,0.94,0.46,0.73,5/26/2021,13:16:00,-17.48650493,-149.8520296,498.75,399.49,739.91,596.71,1823.91,Papeto'ai,N,Mid lagoon,Pihaena
150,2021,2021-May,NA,0.51,29.66,58.23,0.1,0.85,0.4,0.39,5/24/2021,16:38:00,-17.48430225,-149.8420147,772.87,51.09,1664.59,1047.01,2900.04,Papeto'ai,N,Fringing reef,Pihaena
151,2021,2021-May,NA,0.74,28.62,38.49,0.13,0.9,0.31,0.61,5/26/2021,11:11:00,-17.47821942,-149.8423604,135.98,718.01,1574.46,1338.72,3188.64,Papeto'ai,N,Reef crest,Pihaena
152,2021,2021-May,NA,0.7,28.4,40.74,0.17,0.88,0.5,0.62,5/26/2021,10:47:00,-17.48009529,-149.8422762,339.71,516.16,1575.44,1210.56,3078.71,Papeto'ai,N,Mid lagoon,Pihaena
153,2021,2021-May,NA,0.7,27.16,38.71,0.14,0.93,0.38,0.64,5/26/2021,10:17:00,-17.4784169,-149.8339808,184.54,770.53,683.74,650.03,3439.4,Paopao,N,Reef crest,Pihaena
154,2021,2021-May,NA,0.5,27.92,55.56,0.13,0.93,0.35,0.65,5/24/2021,16:03:00,-17.4797321,-149.8365316,368.44,589.72,959.95,691.97,3538.12,Paopao,N,Mid lagoon,Pihaena
155,2021,2021-May,NA,0.57,28.93,50.43,0.14,0.94,0.41,0.64,5/24/2021,15:50:00,-17.48486702,-149.8347928,885.61,67.61,1030.67,350.65,3171.26,Paopao,N,Fringing reef,Pihaena
156,2021,2021-May,NA,0.7,28.01,40.03,0.13,0.9,0.33,0.17,5/24/2021,15:35:00,-17.48502921,-149.8312727,843.02,44.33,787.09,19.34,2786.91,Paopao,N,Fringing reef,Pihaena
157,2021,2021-May,NA,0.53,27.09,50.95,0.11,1.13,0.18,0.34,5/24/2021,14:53:00,-17.48115082,-149.8301379,386.38,411.26,386.96,235.21,2947.43,Paopao,N,Mid lagoon,Pihaena
158,2021,2021-May,NA,0.53,27.7,52.27,0.13,0.89,0.36,0.57,5/24/2021,14:10:00,-17.48467013,-149.8275155,796.48,134.83,612.32,21.74,2472.07,Paopao,N,Fringing reef,Pihaena
159,2021,2021-May,NA,0.53,27.32,51.94,0.15,0.99,0.35,0.7,5/24/2021,13:44:00,-17.48655573,-149.8250571,1077.61,228.23,845.99,9.6,2221.93,Paopao,N,Fringing reef,Pihaena
160,2021,2021-May,NA,0.72,28.54,39.69,0.17,1.1,0.69,0.26,5/24/2021,14:28:00,-17.48204526,-149.8262099,583.21,444.89,331.85,44.61,2733.55,Paopao,N,Reef pass,Pihaena
161,2021,2021-May,NA,0.7,27.62,39.35,0.14,0.84,0.23,0.18,5/23/2021,10:17:00,-17.47370895,-149.7768527,228.29,87.43,402.08,362.85,2167.13,Maharepa,N,Fringing reef,Maharepa
162,2021,2021-May,NA,0.68,29,42.77,0.15,1.81,0.27,0.41,5/23/2021,10:45:00,-17.47599625,-149.780356,511.07,67.59,471.09,309.28,1736.89,Maharepa,N,Fringing reef,Maharepa
163,2021,2021-May,NA,0.68,27.99,41.05,0.17,0.91,0.25,0.21,5/23/2021,11:58:00,-17.47785238,-149.7866539,757.46,32.28,927.34,822.99,1041.41,Maharepa,N,Fringing reef,Maharepa
164,2021,2021-May,NA,0.56,28.96,51.86,0.15,0.83,0.36,0.33,5/23/2021,14:47:00,-17.47880909,-149.790986,676.56,60.36,845.37,737.52,557.01,Maharepa,N,Fringing reef,Maharepa
165,2021,2021-May,NA,0.73,27.85,38.28,0.17,0.91,0.77,0.4,5/23/2021,16:15:00,-17.4796057,-149.7961288,617.18,78.94,552.99,210.97,78.94,Maharepa,N,Fringing reef,Maharepa
166,2021,2021-May,NA,0.48,28.72,60.45,0.15,0.75,0.29,0.13,5/23/2021,11:32:00,-17.47499012,-149.7867232,451.97,352.58,727.64,673.51,155.29,Maharepa,N,Mid lagoon,Maharepa
167,2021,2021-May,NA,0.56,28.6,51.08,0.13,0.86,0.3,0.9,5/23/2021,11:06:00,-17.47282634,-149.7810294,210.24,441.48,128.81,28.91,1802.56,Maharepa,N,Reef pass,Maharepa
168,2021,2021-May,NA,0.6,28.96,48.46,0.15,0.88,0.27,0.44,5/23/2021,12:31:00,-17.47187021,-149.786553,102.97,694.58,593.73,628.15,1374.55,Maharepa,N,Reef crest,Maharepa
169,2021,2021-May,NA,0.58,28.54,49.29,0.16,0.88,0.31,0.91,5/23/2021,15:18:00,-17.47434254,-149.7937432,106.76,619.41,413.38,454.82,719.4,Maharepa,N,Reef crest,Maharepa
170,2021,2021-May,NA,0.72,27.85,38.81,0.16,0.85,0.39,0.84,5/23/2021,15:50:00,-17.47682031,-149.7950122,332,404.97,360.97,279.56,404.97,Maharepa,N,Mid lagoon,Maharepa
171,2021,2021-May,NA,0.7,27.72,39.82,0.18,0.79,0.36,0.88,5/23/2021,14:20:00,-17.47496934,-149.7901163,320.84,447.41,801.31,819.81,868.66,Maharepa,N,Mid lagoon,Maharepa
172,2021,2021-May,NA,0.68,27.53,40.28,0.17,0.96,0.66,1.66,5/25/2021,10:35:00,-17.4804404,-149.799661,700.15,53.22,618.5,64.26,53.22,Maharepa,N,Fringing reef,Maharepa
173,2021,2021-May,NA,0.72,28.06,39.02,0.16,0.83,0.44,0.72,5/25/2021,10:15:00,-17.4760501,-149.7973693,222.05,485.08,136,47.75,485.08,Maharepa,N,Reef pass,Maharepa
175,2021,2021-May,NA,0.69,28.34,41.08,0.12,1,0.58,0.34,5/25/2021,11:23:00,-17.48082167,-149.8048369,802.19,46.51,843.69,11.47,46.51,Maharepa,N,Fringing reef,Paraoro
176,2021,2021-May,NA,0.67,27.08,40.48,0.17,0.87,0.84,0.75,5/25/2021,15:50:00,-17.48256359,-149.8138506,1004.77,99.79,1112.41,359.67,99.79,Maharepa,N,Fringing reef,Paraoro
178,2021,2021-May,NA,0.77,26.35,34.14,0.12,1.59,0.97,0.42,5/25/2021,16:15:00,-17.48728956,-149.8183929,1270.91,71.13,1163.32,16.19,414.56,Maharepa,N,Fringing reef,Paraoro
179,2021,2021-May,NA,0.73,27.69,38.03,0.1,0.95,0.34,0.26,5/25/2021,14:50:00,-17.48120195,-149.8175988,729.31,343.17,701.24,95.53,343.17,Maharepa,N,Reef pass,Paraoro
180,2021,2021-May,NA,0.7,28.23,40.35,0.16,1.07,0.49,1.01,5/26/2021,09:32:00,-17.47707864,-149.8212362,138.36,942.75,218.5,222.03,942.75,Maharepa,N,Reef pass,Paraoro
181,2021,2021-May,NA,0.65,25.94,39.87,0.15,0.84,0.3,0.62,5/25/2021,13:40:00,-17.47477999,-149.8148865,148.15,968.79,927.95,808.03,968.79,Maharepa,N,Reef crest,Paraoro
182,2021,2021-May,NA,0.54,27.45,51.09,0.13,0.88,0.3,1.64,5/25/2021,13:15:00,-17.47831405,-149.8135389,545.85,540.67,1015.63,595.65,540.67,Maharepa,N,Mid lagoon,Paraoro
183,2021,2021-May,NA,0.59,28.07,47.6,0.15,0.84,0.24,0.91,5/25/2021,12:30:00,-17.48034675,-149.8136512,778.13,350.94,1040.79,428.44,350.94,Maharepa,N,Mid lagoon,Paraoro
184,2021,2021-May,NA,0.63,29.23,46.46,0.17,0.82,0.37,0.93,5/25/2021,14:10:00,-17.4749949,-149.806126,151.84,609.8,649.07,490.27,609.8,Maharepa,N,Reef crest,Paraoro
185,2021,2021-May,NA,0.67,29.05,43.39,0.18,0.82,0.33,0.94,5/25/2021,12:00:00,-17.47691201,-149.8066267,370.37,469.56,745.12,345.02,469.56,Maharepa,N,Mid lagoon,Paraoro
186,2021,2021-May,NA,0.67,27.58,41.01,0.18,0.84,0.44,0.9,5/25/2021,10:56:00,-17.47711502,-149.8025034,343.12,286.84,376.65,118.08,286.84,Maharepa,N,Reef pass,Paraoro
187,2021,2021-May,NA,0.62,30.86,49.51,0.18,0.83,0.36,1.68,5/25/2021,11:40:00,-17.47899399,-149.8063396,598.16,249.9,824.04,181.1,249.9,Maharepa,N,Mid lagoon,Paraoro
188,2021,2021-May,NA,0.68,28.35,41.62,0.17,0.85,0.28,1.66,5/25/2021,15:20:00,-17.47806804,-149.8172428,442.27,653.2,620.63,372.55,653.2,Maharepa,N,Mid lagoon,Paraoro
200,2021,2021-May,NA,0.72,26.09,36.15,0.19,0.94,0.45,0.91,5/24/2021,13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,2021,2021-May,NA,0.66,28.83,43.69,0.17,0.85,0.13,0.37,5/22/2021,15:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,2021,2021-May,NA,0.65,26.69,41.06,0.21,2.5,0.45,1.75,5/26/2021,11:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,2021,2021-May,NA,0.7,28.41,40.75,0.16,2.84,0.54,1.64,5/19/2021,14:19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,2021,2021-May,NA,0.66,29.74,45.12,0.18,1.66,0.06,0.7,5/21/2021,12:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,2021,2021-May,NA,0.85,28.11,33.07,0.26,11.2,0.39,0.96,5/22/2021,16:21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,2021,2021-May,NA,0.69,26.93,39.05,0.18,1.03,0.37,0.95,5/22/2021,11:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,2021,2021-May,NA,0.85,26.4,31,0.19,1.11,0.43,1.76,5/22/2021,13:21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,2021,2021-May,NA,0.75,26.6,35.51,0.19,5.15,0.48,0.9,5/20/2021,14:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,2021,2021-May,NA,0.81,26.63,33.08,0.14,1.05,0.34,0.92,5/20/2021,14:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,2021,2021-May,NA,0.82,26.97,33.07,0.21,1.17,0.46,1.73,5/20/2021,12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTER_3_Backreef,2021,2021-May,NA,0.59,27.74,47.23,0.15,0.69,0.06,0.43,5/21/2021,14:05:00,-17.5138,-149.76415,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTER_3_Fringe,2021,2021-May,NA,0.6,27.57,45.99,0.17,0.73,0.12,0.59,5/21/2021,13:30:00,-17.51305,-149.76688,NA,NA,NA,NA,NA,NA,NA,Fringing reef,NA
LTER_6_Fringe,2021,2021-May,NA,0.66,29.28,44.66,0.22,1.47,0.7,1.78,5/19/2021,12:15:00,-17.51553,-149.91452,NA,NA,NA,NA,NA,NA,NA,Fringing reef,NA
Cook 1,2021,2021-May,NA,0.56,28.07,49.82,0.16,1.74,0.09,1.2,5/25/2021,16:40:00,-17.49718255,-149.8180483,2374.75,90.09,2223.3,12.88,1548.56,Paopao,N,Bay,Paraoro
OPU 1,2021,2021-May,NA,0.7,29.24,41.63,0.19,2.11,0.25,1.08,5/25/2021,14:31:00,-17.50843442,-149.8525883,2462.42,30.02,2372.07,10.08,2103.39,Papeto'ai,N,Bay,Pihaena
OPU 2,2021,2021-May,NA,0.79,27.32,34.72,0.25,2.53,0.87,1.57,5/25/2021,14:20:00,-17.50653919,-149.8576045,2172.64,57.4,2062.43,14.74,1628.15,Papeto'ai,N,Bay,Papetoai
1,2022,2022-April,NA,0.645019185,26.4148936,40.95,0.17,0.69,0.66,0.56,4/12/2022,16:25:00,-17.58796058,-149.850116,843.22,195.02,1000.33,220.27,195.02,Vai'anae/Atiha,SW,Fringing reef,Vaianae
2,2022,2022-April,NA,0.675613401,30.13684562,44.61,0.17,0.73,0.74,1.44,4/12/2022,16:00:00,-17.59042955,-149.8513141,553.98,506.75,809.65,250,506.75,Vai'anae/Atiha,SW,Mid lagoon,Vaianae
3,2022,2022-April,NA,0.675208393,29.34417578,43.46,0.14,0.69,0.21,1.01,4/12/2022,12:43:00,-17.59052703,-149.861271,307.22,1164.85,1707.27,290.83,1164.85,Vai'anae/Atiha,SW,Reef crest,Vaianae
4,2022,2022-April,NA,0.529295376,29.47237332,55.68,0.2,0.82,3.18,4.43,4/12/2022,13:25:00,-17.58473849,-149.8584346,968.86,664.71,1788.31,203.81,664.71,Vai'anae/Atiha,SW,Fringing reef,Vaianae
5,2022,2022-April,NA,0.618298325,27.94721006,45.2,0.14,0.69,0.63,1.66,4/12/2022,12:00:00,-17.58509698,-149.8672942,205.62,1171.22,1732.15,450.97,1610.76,Vai'anae/Atiha,SW,Reef crest,Vaianae
6,2022,2022-April,NA,0.627959236,27.96322229,44.53,0.14,0.67,0.64,1.57,4/12/2022,10:00:00,-17.57797027,-149.8731899,200.52,1057.87,735.57,595.65,2279.93,Vai'anae/Atiha,SW,Reef crest,Vaianae
7,2022,2022-April,NA,0.682534479,27.68335029,40.56,0.12,0.98,0.3,1.12,4/12/2022,10:36:00,-17.57851023,-149.8622209,1040.23,292.1,1847.12,48.29,1155.44,Vai'anae/Atiha,SW,Fringing reef,Vaianae
8,2022,2022-April,NA,0.63225795,27.70439108,43.82,0.13,0.7,0.75,2,4/12/2022,14:10:00,-17.58234638,-149.8545238,1399.18,211.44,1770.73,10.02,211.44,Vai'anae/Atiha,SW,Fringing reef,Vaianae
9,2022,2022-April,NA,0.709946275,27.5948815,38.87,0.11,0.7,0.27,0.2,4/7/2022,15:03:00,-17.57452698,-149.8740018,377.77,859.38,525.73,273.81,2416.43,Vai'anae/Atiha,SW,Reef crest,Vaianae
10,2022,2022-April,NA,0.587847615,29.59545471,50.35,0.14,0.68,0.64,0.56,4/12/2022,09:28:00,-17.5752091,-149.8700014,628.82,586.27,908.48,193.92,1988.96,Vai'anae/Atiha,SW,Mid lagoon,Vaianae
11,2022,2022-April,NA,0.702871093,26.53570267,37.75,0.15,1.05,0.38,1.03,4/12/2022,09:00:00,-17.5727299,-149.8661581,1132.18,133.13,1316.85,34.15,1831.95,Vai'anae/Atiha,SW,Fringing reef,Vaianae
12,2022,2022-April,NA,0.630087912,28.59701842,45.39,0.15,0.71,0.98,2.51,4/17/2022,10:30:00,-17.59364896,-149.8482386,309.66,800.92,340.23,162.79,800.92,Vai'anae/Atiha,SW,Reef pass,Vaianae
13,2022,2022-April,NA,0.685713339,26.19071801,38.19,0.11,1.29,0.38,0.1,4/7/2022,14:40:00,-17.5676907,-149.8705731,1139.83,186.07,1003.2,55.63,2585.05,Vai'anae/Atiha,SW,Fringing reef,Vaianae
14,2022,2022-April,NA,0.604264037,29.87307417,49.44,0.11,0.78,0.63,1.43,4/12/2022,11:30:00,-17.58281082,-149.8662589,438.97,916.93,1695.09,242.68,1458.68,Vai'anae/Atiha,SW,Mid lagoon,Vaianae
16,2022,2022-April,NA,0.807009148,26.87262936,33.3,0.14,1.39,0.89,2.49,4/17/2022,11:10:00,-17.5869498,-149.8426075,1190.12,149.86,1101.59,315.22,149.86,Vai'anae/Atiha,SW,Bay,Maatea
17,2022,2022-April,NA,0.667379734,27.71912966,41.53,0.13,0.91,0.99,2.81,4/17/2022,11:45:00,-17.59328585,-149.8390346,683.48,215.33,607.29,349.81,768.71,Vai'anae/Atiha,SW,Fringing reef,Maatea
19,2022,2022-April,NA,0.623290708,29.72293874,47.69,0.13,0.62,0.73,2.43,4/17/2022,12:00:00,-17.59828926,-149.8398006,193.07,735.46,334.74,282.26,1236.87,Vai'anae/Atiha,SW,Reef crest,Maatea
20,2022,2022-April,NA,0.521558201,30.24674899,57.99,0.13,0.72,0.91,2.49,4/17/2022,12:30:00,-17.60238365,-149.8303391,222.85,1215.01,1419.62,1366.33,2079.74,Vai'anae/Atiha,SW,Reef crest,Maatea
21,2022,2022-April,NA,0.751401845,27.09937715,36.07,0.12,0.96,1.4,2.52,4/17/2022,13:35:00,-17.59344385,-149.826245,1240.68,142.84,1829.11,1610.68,1925.87,Vai'anae/Atiha,SW,Fringing reef,Maatea
22,2022,2022-April,NA,0.483377515,31.14515414,64.43,0.1,0.75,0.19,1.74,4/18/2022,10:45:00,-17.60326945,-149.810896,238.14,1246.02,3451.57,865.13,1246.02,Ma'atea,SW,Reef crest,Maatea
24,2022,2022-April,NA,0.537550957,28.32602056,52.69,0.12,1.01,0.64,2.65,4/18/2022,13:15:00,-17.59325316,-149.8095427,1244.37,153.45,3031.16,168.45,153.45,Ma'atea,SW,Fringing reef,Maatea
25,2022,2022-April,NA,0.684679849,28.10979282,41.06,0.13,0.54,0.68,2.79,4/13/2022,11:35:00,-17.59436904,-149.8067542,1115.81,313.51,2895.1,119.94,313.51,Ma'atea,SW,Fringing reef,Maatea
26,2022,2022-April,NA,0.62240598,25.78774079,41.43,0.09,0.86,0.4,2.43,4/18/2022,11:28:00,-17.59146245,-149.8037116,1023.71,172.28,2420.52,113.71,172.28,Ma'atea,SE,Fringing reef,Maatea
27,2022,2022-April,NA,0.434019184,30.47699175,70.22,0.11,0.7,0.18,0.17,4/18/2022,12:33:00,-17.59423829,-149.7964097,184.21,996.38,2225.84,450.33,996.38,Ma'atea,SE,Reef crest,Maatea
28,2022,2022-April,NA,0.470422015,30.18068995,64.16,0.12,0.68,0.5,2.45,4/17/2022,14:45:00,-17.59882126,-149.8193942,695.02,685.78,4218.68,838.91,1176.93,Ma'atea,SW,Mid lagoon,Maatea
29,2022,2022-April,NA,0.519069162,29.63315814,57.09,0.13,0.7,0.82,2.58,4/17/2022,13:05:00,-17.59742064,-149.8283843,789.87,623.66,5084.49,1653.55,1930.09,Ma'atea,SW,Mid lagoon,Maatea
31,2022,2022-April,NA,0.578067722,31.03074265,53.68,0.12,0.74,0.57,1.54,4/13/2022,11:15:00,-17.59795985,-149.8038875,661.3,783.44,2988.97,212.1,783.44,Ma'atea,SW,Mid lagoon,Maatea
32,2022,2022-April,NA,0.457414955,27.78722695,60.75,0.12,0.69,0.49,1.37,4/18/2022,12:01:00,-17.59291001,-149.7998923,576.01,609.09,2294.73,76.72,609.09,Ma'atea,SE,Mid lagoon,Maatea
33,2022,2022-April,NA,0.587218702,29.20578163,49.74,0.1,0.68,0.55,2.49,4/17/2022,15:41:00,-17.58718274,-149.7909091,146.28,1040.07,1288.52,426.5,1040.07,Ma'atea,SE,Reef crest,Maatea
34,2022,2022-April,NA,0.481971695,27.55153706,57.16,0.09,0.67,0.55,2.43,4/17/2022,14:46:00,-17.58067293,-149.7936002,715.64,462.98,815.17,115.53,697,Ma'atea,SE,Mid lagoon,Maatea
35,2022,2022-April,NA,0.697395179,26.63351747,38.19,0.16,0.75,0.48,2.5,4/17/2022,16:10:00,-17.58383224,-149.7985487,1040.17,157.41,1436.85,60.1,157.41,Ma'atea,SE,Fringing reef,Maatea
36,2022,2022-April,NA,0.58644823,25.21047744,42.99,0.17,1.36,1.33,2.82,4/17/2022,14:15:00,-17.57943392,-149.7968348,1060.36,100.49,997.76,7.85,464.16,Ma'atea,SE,Fringing reef,Maatea
37,2022,2022-April,NA,0.57564029,26.00300168,45.17,0.1,0.81,0.64,1.36,4/17/2022,13:35:00,-17.57349375,-149.7942877,855.19,245.76,723.21,10.42,1146.81,Ma'atea,SE,Fringing reef,Maatea
38,2022,2022-April,NA,0.623395646,27.60458882,44.28,0.12,0.78,0.99,2.82,4/17/2022,11:00:00,-17.56786983,-149.7925031,743.42,71.41,789.05,16.36,1531.14,Afareaitu,SE,Fringing reef,Haumi
39,2022,2022-April,NA,0.552877459,27.53710238,49.81,0.1,0.72,1.01,2.73,4/17/2022,12:30:00,-17.57239278,-149.7883265,212.17,531.66,144.03,6.98,1634.15,Ma'atea,SE,Reef pass,Haumi
40,2022,2022-April,NA,0.605070448,26.02487855,43.01,0.13,0.71,0.62,1.62,4/17/2022,12:58:00,-17.57566885,-149.7885266,247.25,762.66,47.99,10.44,1360.37,Ma'atea,SE,Reef pass,Maatea
41,2022,2022-April,NA,0.604084355,28.72978088,47.56,0.12,0.72,0.51,2.44,4/17/2022,12:03:00,-17.57019438,-149.7873946,158.87,560.67,286.59,186.46,1577.78,Afareaitu,SE,Reef crest,Haumi
42,2022,2022-April,NA,0.505866813,26.68852804,52.76,0.11,0.74,1.09,3.34,4/17/2022,11:33:00,-17.56927254,-149.7896573,410.72,323.84,447.09,50.95,1508.11,Afareaitu,SE,Mid lagoon,Haumi
43,2022,2022-April,NA,0.507491777,29.67837919,58.48,0.66,0.42,0.49,1.47,4/16/2022,15:45:00,-17.56248479,-149.7830339,142.29,725.56,616.58,321.63,966.93,Afareaitu,SE,Reef crest,Haumi
44,2022,2022-April,NA,0.4294077,27.58913779,64.25,0.1,0.61,0.31,2.06,4/16/2022,15:13:00,-17.56150126,-149.7854925,415.85,462.78,654.28,63.36,725.67,Afareaitu,SE,Mid lagoon,Haumi
45,2022,2022-April,NA,0.681804093,26.53232625,38.91,0.16,0.75,0.9,1.5,4/16/2022,16:30:00,-17.56024699,-149.7891006,792.25,58.15,962.07,10.49,502.16,Afareaitu,SE,Fringing reef,Haumi
46,2022,2022-April,NA,0.638582581,27.13201426,42.49,0.16,0.76,0.54,1.04,4/16/2022,14:45:00,-17.55798848,-149.7809429,270.05,828.24,81.8,20.75,889.08,Afareaitu,SE,Reef pass,Haumi
47,2022,2022-April,NA,0.528649245,30.65351859,57.98,0.13,0.68,0.31,1.14,4/12/2022,15:30:00,-17.59313297,-149.8546619,185.33,905.3,841.61,182.05,905.3,Vai'anae/Atiha,SW,Reef crest,Vaianae
48,2022,2022-April,NA,0.621250388,27.29709711,43.94,0.13,0.72,0.66,2.45,4/17/2022,15:15:00,-17.59491873,-149.8171821,128.75,346.82,2717.7,427.58,784.59,Ma'atea,SW,Fringing reef,Maatea
49,2022,2022-April,NA,0.569728827,28.37814653,49.81,0.15,1.91,0.19,1.06,4/12/2022,11:00:00,-17.57717782,-149.8610173,1231.63,91.75,1836.86,222.89,1030.01,Vai'anae/Atiha,SW,Fringing reef,Vaianae
50,2022,2022-April,NA,0.621190033,31.99834542,51.51,0.1,0.68,0.57,1.54,4/13/2022,10:35:00,-17.60194159,-149.8021502,211.9,1257.27,3234.36,669.18,1257.27,Ma'atea,SW,Reef crest,Maatea
51,2022,2022-April,NA,0.646806177,27.43140191,42.41,0.11,1.6,0.56,2.02,4/16/2022,14:10:00,-17.55479179,-149.7891155,1180.53,76.43,1010.89,36.81,76.43,Afareaitu,SE,Bay,Haumi
52,2022,2022-April,NA,0.603256537,27.57687787,45.71,0.15,0.73,0.86,1.76,4/16/2022,12:32:00,-17.54829758,-149.780663,826.05,158.27,703.99,21.58,158.27,Afareaitu,SE,Fringing reef,Farehau
53,2022,2022-April,NA,0.604969673,26.79782649,44.3,0.11,2.27,0.95,1.74,4/16/2022,12:01:00,-17.54553717,-149.7782538,746.75,75.65,891.24,24,713.59,Afareaitu,SE,Fringing reef,Farehau
